"","risk_tolerance","investment_experience","liquidity_needs","platform","time_spent","instrument_type_first_traded","first_deposit_amount","time_horizon","user_id","churn","n_days_gt10_l30d","avg_bal_gt10_l30d"
"37","high_risk_tolerance","no_investment_exp","very_important_liq_need","iOS",5.04601666667,"stock",1000,"med_time_horizon","04c47852fa5831f191b831e221d2619a",0,22,98705.9209818182
"38","high_risk_tolerance","limited_investment_exp","somewhat_important_liq_need","iOS",71.8712833333,"stock",100,"med_time_horizon","536b742882c3d61b4aa4b123594fb769",0,22,1502.55661818182
"39","high_risk_tolerance","limited_investment_exp","very_important_liq_need","Android",0.668,"stock",60,"long_time_horizon","537a299337df9e671c1918aca7dd64cf",0,22,5563.93513181818
"40","high_risk_tolerance","good_investment_exp","very_important_liq_need","iOS",0,"stock",1000,"long_time_horizon","b3c8ac89ab421e27d0d8da0d278bc638",0,22,822.000909090909
"41","high_risk_tolerance","limited_investment_exp","very_important_liq_need","iOS",6.58586666667,"stock",50,"short_time_horizon","e5ba46f1ff7c44025a2048b70e12ce52",0,22,61.6268181818182
"42","low_risk_tolerance","no_investment_exp","very_important_liq_need","iOS",89.7789333333,"stock",20,"short_time_horizon","7fa9742f1f7874003e5083aa143b48a1",0,17,92.7552941176471
"43","high_risk_tolerance","limited_investment_exp","somewhat_important_liq_need","iOS",2.23576666667,"mlp",150,"long_time_horizon","49244824562c2d157846334ab995af29",0,22,8454.76909090909
"44","med_risk_tolerance","limited_investment_exp","not_important_liq_need","iOS",1.28068333333,"stock",39,"short_time_horizon","1d7753decc8ab644e8b03b79d6f43eaa",0,19,19.1121052631579
"45","med_risk_tolerance","limited_investment_exp","very_important_liq_need","iOS",5.32683333333,"stock",200,"short_time_horizon","5761fd7c2bd8ace1e71fcf289d12ab94",1,11,200.100909090909
"46","high_risk_tolerance","limited_investment_exp","very_important_liq_need","Android",35.1944333333,"stock",25,"med_time_horizon","ae4a8561d493e59044a604afc9373649",0,22,32.8624136363636
"47","med_risk_tolerance","limited_investment_exp","very_important_liq_need","Android",28.9948833333,"stock",10,"short_time_horizon","add434bc47375ae53743a6b56e2c63df",0,22,111.835
"48","med_risk_tolerance","good_investment_exp","very_important_liq_need","iOS",72.7252833333,"stock",20,"short_time_horizon","9051d9f9b78f807258d7432335ff7c43",0,22,57.5581818181818
"49","high_risk_tolerance","limited_investment_exp","very_important_liq_need","iOS",0,"stock",1500,"short_time_horizon","7bdd363a352211cb6c86cc4546e36eab",0,22,15080.9915909091
"50","high_risk_tolerance","limited_investment_exp","very_important_liq_need","iOS",0,"stock",500,"long_time_horizon","8cbbe14e0a2faeac7498765fccb13233",0,22,808.799545454545
"51","high_risk_tolerance","limited_investment_exp","very_important_liq_need","Android",0,"stock",50,"long_time_horizon","f4b2de43279fb7220ed3f014bee205bd",0,22,56.6668181818182
"52","med_risk_tolerance","limited_investment_exp","somewhat_important_liq_need","iOS",74.7014,"stock",500,"long_time_horizon","6da8564a58c1be98127895479c8767aa",0,22,2167.81609090909
"53","high_risk_tolerance","limited_investment_exp","very_important_liq_need","iOS",15.05155,"stock",304,"med_time_horizon","6d68854af5839cdc3451e369d7493f0f",0,22,419.093181818182
"54","low_risk_tolerance","no_investment_exp","not_important_liq_need","iOS",2.49836666667,"etp",20000,"short_time_horizon","8e9fba007fda31acc10a7a8034c38894",0,22,40370.8177272727
"55","high_risk_tolerance","no_investment_exp","very_important_liq_need","Android",56.1876166667,"stock",5,"med_time_horizon","f59175fe38f9f5e98853efe6e9caefaa",0,22,721.036954545455
"56","high_risk_tolerance","limited_investment_exp","very_important_liq_need","Android",106.765116667,"etp",1000,"long_time_horizon","0364f794c1630491067963fee08de762",0,22,5335.18636363636
"57","low_risk_tolerance","no_investment_exp","somewhat_important_liq_need","iOS",20.4975666667,"stock",100,"short_time_horizon","6728e2c4d84d71c182e10b2799e4f306",0,22,512.677272727273
"58","med_risk_tolerance","limited_investment_exp","very_important_liq_need","iOS",31.1774333333,"etp",200,"med_time_horizon","f25fe89878348b1c81cb864d590bce09",0,22,7166.29409090909
"59","high_risk_tolerance","limited_investment_exp","very_important_liq_need","Android",23.1584,"stock",500,"long_time_horizon","26c361b6af7464bab75bd55b91860b6e",0,22,7490.43636363636
"60","low_risk_tolerance","limited_investment_exp","very_important_liq_need","iOS",83.8301333333,"stock",200,"short_time_horizon","056f2bce1aca9b0679e7146134f01f92",0,20,310.446
"61","high_risk_tolerance","limited_investment_exp","very_important_liq_need","iOS",10.7370833333,"stock",19.38,"short_time_horizon","8f7bcd197e3ebb65a4780a502ea1b1c0",0,22,106.377272727273
"62","high_risk_tolerance","good_investment_exp","not_important_liq_need","Android",2.76991666667,"stock",50,"med_time_horizon","95336f00a24e792903c47057b0ade7fa",0,22,917.746590909091
"63","med_risk_tolerance","no_investment_exp","very_important_liq_need","Android",33.3147333333,"stock",1000,"med_time_horizon","18ea38b0190c952a917f9c2a7a38a603",0,22,434.795454545455
"64","low_risk_tolerance","good_investment_exp","very_important_liq_need","Android",5.60391666667,"stock",500,"short_time_horizon","5d26092b40d2a8cd5b8eb9523f5f6bff",0,22,100
"65","med_risk_tolerance","no_investment_exp","somewhat_important_liq_need","iOS",19.7094333333,"stock",100,"short_time_horizon","5c4103eba2ef8e35baa57bace49d758c",0,22,97.55
"66","low_risk_tolerance","no_investment_exp","somewhat_important_liq_need","iOS",13.6891333333,"stock",1000,"short_time_horizon","f4a6535024dc234560e24949d05ce02c",0,22,48757.1247545455
"67","high_risk_tolerance","limited_investment_exp","very_important_liq_need","Android",19.7995666667,"stock",100,"med_time_horizon","41d53694c5f8c3fcc589306f6ce28c6d",0,22,50759.3681727273
"68","high_risk_tolerance","limited_investment_exp","very_important_liq_need","Android",4.3,"stock",5,"long_time_horizon","28e81aeb3bd9524fdbd8cd381293517e",0,22,4233.21632272727
"69","high_risk_tolerance","limited_investment_exp","very_important_liq_need","iOS",0,"stock",100,"short_time_horizon","1e2e6e16a4ccf9d644c97007cf5ebe28",0,22,35.0703636363636
"70","high_risk_tolerance","limited_investment_exp","very_important_liq_need","iOS",16.145,"stock",50,"long_time_horizon","38195e2a4838bff7fed7bd3297194bf3",0,11,106.531818181818
"71","high_risk_tolerance","good_investment_exp","very_important_liq_need","iOS",11.7963166667,"stock",1500,"long_time_horizon","03533bd0bbc4abd794ad22835d993082",0,22,514.598927272727
"72","high_risk_tolerance","limited_investment_exp","very_important_liq_need","iOS",0,"stock",10,"long_time_horizon","db4fefb04bba4bf2ab71aba2716abe35",0,22,370.307272727273
"73","high_risk_tolerance","no_investment_exp","very_important_liq_need","Android",41.2887833333,"stock",100,"short_time_horizon","494cc4ec82bb40a48b86f752be56e7b1",0,22,159.22
"74","low_risk_tolerance","limited_investment_exp","very_important_liq_need","Android",33.7029166667,"stock",10,"short_time_horizon","9c0a78efe3331efaf8903769921e60ca",0,22,30.7345272727273
"75","high_risk_tolerance","good_investment_exp","very_important_liq_need","iOS",40.5918333333,"etp",1500,"short_time_horizon","a541737b5ce39d1cac27952aae426b03",0,21,3065.81
"76","high_risk_tolerance","no_investment_exp","very_important_liq_need","Android",16.1373833333,"etp",500,"med_time_horizon","c573cbab130f864ad1a3a80e97c95332",0,22,1034.81427272727
"77","med_risk_tolerance","no_investment_exp","not_important_liq_need","iOS",31.5684333333,"stock",500,"short_time_horizon","2b14f5c66d2b16ff7aef2b2991d2e389",0,22,77095.4622727273
"78","med_risk_tolerance","limited_investment_exp","very_important_liq_need","Android",16.8940833333,"stock",10,"short_time_horizon","2a5c2c3397fd6a3b7cbe6d7e66cefdac",0,22,12.2163636363636
"79","high_risk_tolerance","limited_investment_exp","very_important_liq_need","iOS",0,"stock",2000,"short_time_horizon","92d7fcd6f40b6d156400003c20f2d927",0,22,2761.00636363636
"80","high_risk_tolerance","no_investment_exp","very_important_liq_need","iOS",21.7370333333,"stock",10.49,"short_time_horizon","94ca511432e37f4ee004c7efe5928b9e",0,21,73.4695238095238
"81","med_risk_tolerance","no_investment_exp","somewhat_important_liq_need","iOS",255.079433333,"stock",100,"short_time_horizon","de6263af9d5d18790896379341185287",0,22,644.098181818182
"82","high_risk_tolerance","limited_investment_exp","very_important_liq_need","iOS",0,"stock",200,"long_time_horizon","2a817f4309fc5ccc48a12c230323b8e4",0,22,213.312009090909
"83","high_risk_tolerance","no_investment_exp","not_important_liq_need","iOS",25.6489666667,"stock",100,"long_time_horizon","66453040acfbfaa79fe4fc790326a0db",0,22,107.62
"84","high_risk_tolerance","no_investment_exp","very_important_liq_need","iOS",0,"stock",50,"short_time_horizon","7c4cca3706ded5d6158695d4553463f3",0,22,5635.41227272727
"85","high_risk_tolerance","limited_investment_exp","very_important_liq_need","iOS",6.98068333333,"etp",500,"short_time_horizon","2048c468d4b7a7ed61e372d39efdccc6",0,22,178.11
"86","med_risk_tolerance","no_investment_exp","very_important_liq_need","iOS",3.6966,"stock",100,"long_time_horizon","6df4829dd6896ae403b669958cac4e20",0,22,122.34
"87","high_risk_tolerance","extensive_investment_exp","very_important_liq_need","iOS",0,"0",3000,"med_time_horizon","f7e615c7f844b238469357adf3a0b0c6",0,22,2988.53272727273
"88","med_risk_tolerance","no_investment_exp","very_important_liq_need","iOS",23.1141333333,"stock",100,"short_time_horizon","d73975d8b89c4c3f7117d0fdbd2d6781",0,22,26.6954545454545
"89","high_risk_tolerance","no_investment_exp","very_important_liq_need","iOS",0,"stock",50,"med_time_horizon","0115888f5e28e3c07fdc17e0fad9e75c",0,22,483.411818181818
"90","med_risk_tolerance","no_investment_exp","very_important_liq_need","both",48.7477,"stock",2000,"short_time_horizon","4e0972689a7ee96f2146d55ff06d6512",1,21,2810.81571428571
"91","high_risk_tolerance","good_investment_exp","very_important_liq_need","iOS",11.0508833333,"stock",250,"med_time_horizon","4e933a5a8c60271783b91ad0e7405a5c",0,22,3729.19
"92","high_risk_tolerance","good_investment_exp","very_important_liq_need","iOS",0,"stock",200,"long_time_horizon","893a402527a3e806f3678fa6d4f934f4",0,22,1115.04545454545
"93","med_risk_tolerance","no_investment_exp","very_important_liq_need","iOS",1.76068333333,"stock",100,"short_time_horizon","b42bd28ef20e4000c3b253577d4e3803",0,22,450.670404545455
"94","med_risk_tolerance","limited_investment_exp","somewhat_important_liq_need","iOS",77.4551833333,"stock",2000,"short_time_horizon","90cbc63da7048d816c1a5a646ff069bc",0,22,1104.15945454545
"95","med_risk_tolerance","limited_investment_exp","very_important_liq_need","both",42.68365,"stock",20,"short_time_horizon","94e9bd25458544ab9c5d473deca82d05",0,21,1294.57761904762
"96","med_risk_tolerance","no_investment_exp","somewhat_important_liq_need","iOS",56.3909166667,"stock",17.76,"long_time_horizon","40237ce279ce215e2167ffc30d6e201f",1,22,100.008181818182
"97","high_risk_tolerance","good_investment_exp","somewhat_important_liq_need","Android",27.59625,"stock",1000,"short_time_horizon","db08f991aad373b80ef1e061c3885e35",0,22,1149.07477272727
"98","med_risk_tolerance","limited_investment_exp","somewhat_important_liq_need","iOS",83.963,"stock",750,"short_time_horizon","5729993e42f7fa1d26726bdaa53e2912",0,21,190.490952380952
"99","high_risk_tolerance","no_investment_exp","somewhat_important_liq_need","iOS",26.50275,"stock",1000,"long_time_horizon","c7f8e24cb963079bc85841adbc695059",0,22,4925.39090909091
"100","med_risk_tolerance","extensive_investment_exp","very_important_liq_need","iOS",15.3485166667,"stock",200,"med_time_horizon","53284d700c6c22572b7d4b1aba9ed5b8",0,22,90.3727727272727
"101","med_risk_tolerance","no_investment_exp","somewhat_important_liq_need","iOS",40.3325833333,"stock",20,"long_time_horizon","1e47959dcc1fa19c625b84de17948125",0,22,6226.02409090909
"102","high_risk_tolerance","no_investment_exp","very_important_liq_need","iOS",0,"stock",2000,"long_time_horizon","6e54ff0b267216fbfc31acc356ed064d",0,22,2981.24363636364
"103","med_risk_tolerance","no_investment_exp","very_important_liq_need","Android",72.8499333333,"stock",5000,"short_time_horizon","56b4225230a1960db07d9ff34aac802f",0,22,5836.94727272727
"104","high_risk_tolerance","good_investment_exp","somewhat_important_liq_need","iOS",2.21863333333,"etp",40.51,"short_time_horizon","070c2588ef4fa5ba6e957db939ac0605",0,3,40.19
"105","high_risk_tolerance","limited_investment_exp","somewhat_important_liq_need","iOS",0.327716666667,"stock",250,"short_time_horizon","00c3647c1a8bf51bab40326050e3d04d",0,22,5021.05636363636
"106","high_risk_tolerance","extensive_investment_exp","very_important_liq_need","Android",2.73391666667,"stock",50,"short_time_horizon","aaa3fc70621e7c896bd1130d5a5ddfd7",0,22,55.485
"107","med_risk_tolerance","good_investment_exp","not_important_liq_need","iOS",15.8849833333,"stock",10,"short_time_horizon","ea51109f55329bedef6a1798a1f1d20d",1,21,11.1382095238095
"108","med_risk_tolerance","limited_investment_exp","somewhat_important_liq_need","Android",0,"stock",1000,"long_time_horizon","b125f0e5717d7006a7112344d286b983",0,22,147.781363636364
"109","high_risk_tolerance","limited_investment_exp","very_important_liq_need","Android",14.9102,"stock",25,"short_time_horizon","7e8ba6286510d070edbfa34177267c16",0,22,121.567390909091
"110","high_risk_tolerance","no_investment_exp","very_important_liq_need","iOS",6.97855,"stock",140,"long_time_horizon","73b14f3cc0fd787b20b9096e5c35cbff",0,20,265.634
"111","high_risk_tolerance","limited_investment_exp","very_important_liq_need","iOS",12.77215,"stock",50,"short_time_horizon","329a262c54ce861bcfcfad61437d2fb7",0,22,73.0214318181818
"112","high_risk_tolerance","limited_investment_exp","very_important_liq_need","iOS",0,"stock",20,"short_time_horizon","b3b05a41c2a186debcb2c4ce15c1f0bf",0,22,15.1829272727273
"113","med_risk_tolerance","no_investment_exp","very_important_liq_need","Android",197.606866667,"stock",50,"short_time_horizon","da48adacf68ae187b8fc77e30f9b6be7",0,22,124.06
"114","high_risk_tolerance","limited_investment_exp","somewhat_important_liq_need","iOS",87.81395,"stock",50,"med_time_horizon","515c506f91c5656bc1ad9aac5232b4a8",0,22,193.475454545455
"115","high_risk_tolerance","limited_investment_exp","very_important_liq_need","both",0,"stock",100,"med_time_horizon","e3634593982be1f71f42f98a854a8624",0,22,2257.24086818182
"116","high_risk_tolerance","good_investment_exp","very_important_liq_need","iOS",2.74921666667,"stock",100,"short_time_horizon","5087ddb5eecd6c0ebcf348c7c388db52",0,22,17.4136363636364
"117","high_risk_tolerance","no_investment_exp","very_important_liq_need","Android",79.2990666667,"stock",20,"long_time_horizon","21bb2663eef8cab26ce97e223be82321",0,22,103.909613636364
"118","med_risk_tolerance","limited_investment_exp","somewhat_important_liq_need","iOS",0.93415,"stock",40,"short_time_horizon","24f08e5f1125325df597f048943934b4",0,22,58.8486363636364
"119","high_risk_tolerance","limited_investment_exp","very_important_liq_need","both",13.5529666667,"stock",1000,"long_time_horizon","51db5717a060a4fdb09f5c452e0cf2e2",0,22,8987.55636363636
"120","high_risk_tolerance","good_investment_exp","very_important_liq_need","iOS",135.926666667,"stock",1000,"long_time_horizon","4a2c4fc7def500fdaaae07fdf32c4a3c",0,22,200.131818181818
"121","med_risk_tolerance","limited_investment_exp","very_important_liq_need","iOS",0,"stock",100,"med_time_horizon","db1ecaf8f02288657cfca5d575b6327a",0,22,50.8636363636364
"122","high_risk_tolerance","no_investment_exp","very_important_liq_need","iOS",0,"stock",300,"short_time_horizon","0faaba6116816dc764aeab5afadf0237",0,22,86.1899272727273
"123","med_risk_tolerance","limited_investment_exp","very_important_liq_need","Android",10.1015,"stock",20,"short_time_horizon","b8d2e8531e7ccdbc12ec0e9120185447",0,22,24.5081818181818
"124","high_risk_tolerance","limited_investment_exp","very_important_liq_need","Android",66.36245,"stock",500,"short_time_horizon","e208d86a4fffbe9e12977e0646d87c24",1,9,516.187777777778
"125","high_risk_tolerance","good_investment_exp","somewhat_important_liq_need","iOS",3.90195,"stock",3000,"med_time_horizon","fe44981dad6893b42f3e9a208800c760",0,22,3689.71609090909
"126","high_risk_tolerance","no_investment_exp","somewhat_important_liq_need","iOS",19.5325166667,"adr",500,"short_time_horizon","450eb16c6cd9adbf46fac0a85464bda5",0,22,26485.9327272727
"127","high_risk_tolerance","good_investment_exp","somewhat_important_liq_need","iOS",11.87705,"stock",1500,"med_time_horizon","e4b680ae233e9aac14b3b2ca5a4bf45b",0,22,5997.08931818182
"128","med_risk_tolerance","limited_investment_exp","very_important_liq_need","both",41.8787333333,"stock",3000,"med_time_horizon","a010921107be046fd40e727db07a2c5d",0,22,45587.8431818182
"129","high_risk_tolerance","limited_investment_exp","very_important_liq_need","iOS",3.26301666667,"stock",250,"long_time_horizon","7bf6c6e913bd2781fa686e1bbb479359",0,22,1505.79045454545
"130","med_risk_tolerance","limited_investment_exp","very_important_liq_need","iOS",36.2691166667,"stock",1,"short_time_horizon","b9fcf3097935ed35f2a0e8f8184f8778",0,9,103.396933333333
"131","med_risk_tolerance","limited_investment_exp","very_important_liq_need","iOS",0,"stock",4604,"short_time_horizon","4f9eed3a4923cf6f1a3b0e40cb01e2c3",0,22,4056.06272727273
"132","high_risk_tolerance","limited_investment_exp","very_important_liq_need","iOS",55.5599,"stock",1000,"short_time_horizon","6b0d55baf3399744f580e2b7a788fd20",0,22,2563.30863636364
"133","high_risk_tolerance","good_investment_exp","very_important_liq_need","iOS",0,"stock",50,"med_time_horizon","1da17d3e39e1e066fa63eec0ece36bbc",0,22,155.680209090909
"134","high_risk_tolerance","limited_investment_exp","very_important_liq_need","iOS",0,"stock",500,"long_time_horizon","5fd68f848dbdfcae6f3db7483d11cf66",0,21,3228.45
"135","med_risk_tolerance","no_investment_exp","somewhat_important_liq_need","iOS",20.4437333333,"stock",10,"short_time_horizon","2c53b78fdf9ccef4e7d9d2eff3f747f0",0,5,10.3
"136","low_risk_tolerance","no_investment_exp","very_important_liq_need","iOS",0,"stock",100,"short_time_horizon","a41a6c86272efb8e9fdffd445f7c825a",0,22,129.783636363636
"137","high_risk_tolerance","good_investment_exp","very_important_liq_need","Android",168.644716667,"stock",50,"long_time_horizon","c9b99e28690a4c51bed1a584db508e38",0,12,47.3579416666667
"138","high_risk_tolerance","limited_investment_exp","very_important_liq_need","both",13.2588166667,"stock",5000,"long_time_horizon","1db91cbf565b82215eda3c828d9a0ae6",0,22,9318.45
"139","med_risk_tolerance","limited_investment_exp","very_important_liq_need","Android",14.3646166667,"stock",15,"med_time_horizon","17cfaa654eca39090c20d7629cb9951e",0,22,30.6833227272727
"140","high_risk_tolerance","no_investment_exp","very_important_liq_need","iOS",5.66236666667,"stock",100,"long_time_horizon","dab07b8d129c3be470d4b02eecc40e37",0,22,205.483181818182
"141","med_risk_tolerance","limited_investment_exp","somewhat_important_liq_need","iOS",37.3352,"stock",1000,"med_time_horizon","1fe442af79a0afa74344cedf1a3f5049",0,22,12021.8518181818
"142","high_risk_tolerance","limited_investment_exp","very_important_liq_need","both",11.7253333333,"stock",1000,"long_time_horizon","886668038291268fed5d5b2e90c4dbdb",0,22,1357.23636363636
"143","high_risk_tolerance","limited_investment_exp","somewhat_important_liq_need","iOS",36.1582833333,"stock",100,"med_time_horizon","cb64db1df51036d2e52247e1fc1157af",0,22,2328.71590909091
"144","high_risk_tolerance","limited_investment_exp","very_important_liq_need","iOS",1.69843333333,"stock",100,"short_time_horizon","61fa885fa62532019b328c684c140c32",0,22,160.509545454545
"145","high_risk_tolerance","limited_investment_exp","very_important_liq_need","iOS",0,"stock",100,"short_time_horizon","2df8f60ad9cabe546ff0ef78ffdd299c",0,22,2302.99545454545
"146","high_risk_tolerance","limited_investment_exp","not_important_liq_need","both",10.7276333333,"stock",100,"short_time_horizon","f7b52c1eda853574748b6119191981d9",0,22,3329.91318181818
"147","high_risk_tolerance","no_investment_exp","very_important_liq_need","iOS",6.39796666667,"stock",20,"short_time_horizon","603c8be5f0a3ddc5eaddd0e7be359db7",1,16,10.248125
"148","high_risk_tolerance","no_investment_exp","very_important_liq_need","iOS",23.1123833333,"stock",100,"long_time_horizon","578e984f679687b5c2093d86aa278c36",0,22,745.355454545455
"149","high_risk_tolerance","limited_investment_exp","very_important_liq_need","iOS",5.1563,"stock",50,"long_time_horizon","c7c908b11a1a2e47e8c074012186718b",0,22,2743.79735454545
"150","med_risk_tolerance","limited_investment_exp","somewhat_important_liq_need","iOS",0,"adr",500,"short_time_horizon","29d7a1f2d8465c0d363b6f2a4ca1cf77",0,22,69084.0931818182
"151","med_risk_tolerance","no_investment_exp","somewhat_important_liq_need","iOS",66.1361833333,"stock",50,"short_time_horizon","4f6ed159278b6cd3f831e276cb935987",0,22,43.41
"152","high_risk_tolerance","limited_investment_exp","very_important_liq_need","iOS",0,"lp",1000,"long_time_horizon","2091eb1eff6be6a83b076b59393d05d3",0,22,5074.43
"153","high_risk_tolerance","good_investment_exp","very_important_liq_need","Android",12.0103333333,"stock",50,"short_time_horizon","a59ff55b69f8ce2402b794eefaf15420",0,22,492.0132
"154","med_risk_tolerance","no_investment_exp","very_important_liq_need","iOS",16.8276333333,"stock",400,"short_time_horizon","c21bfe4fd5ca81322be77d7187183df9",0,22,460.626818181818
"155","high_risk_tolerance","limited_investment_exp","somewhat_important_liq_need","both",14.9870666667,"stock",600,"short_time_horizon","55915690310576815961f69ec5c1039d",0,22,809.628181818182
"156","med_risk_tolerance","no_investment_exp","very_important_liq_need","iOS",0,"stock",50,"short_time_horizon","57cd5a2816c6a1090f806d14f4711a5b",0,22,131.014090909091
